site,year,month,day,T2M_MAX,T2M_MIN,PRECTOTCORR
Rome,2001,9,16,22.29,13.76,1.07
Rome,2001,9,17,22.51,10.8,0.42
Rome,2001,9,18,21.71,10.39,0.04
Rome,2001,9,19,23.49,10.08,0.07
Rome,2001,9,20,23.26,11.86,0.05
Rome,2001,9,21,26.58,12.89,0.03
Rome,2001,9,22,28.08,14.46,0.01
Rome,2001,9,23,23.76,16.28,14.61
Rome,2001,9,24,25.77,18.08,3.96
Rome,2001,9,25,24.07,15.62,2.86
Rome,2001,9,26,23.99,13.78,1.18
Rome,2001,9,27,26.15,11.7,0
Rome,2001,9,28,25.62,13.26,0
Rome,2001,9,29,26.05,13.27,0.08
Rome,2001,9,30,23.98,17.65,4.41
Rome,2001,10,1,27.04,16.68,1.3
Rome,2001,10,2,27.75,15.82,0.01
Rome,2001,10,3,27.19,16.58,0.01
Rome,2001,10,4,26.39,16.02,0.07
Rome,2001,10,5,25.9,16.88,0.05
Rome,2001,10,6,27.15,17.95,0.22
Rome,2001,10,7,27.58,17.8,0.03
Rome,2001,10,8,25.38,18.06,1.15
Rome,2001,10,9,26.8,15.34,0.03
Rome,2001,10,10,25.12,16.3,2.62
Rome,2001,10,11,29.06,16.04,0.04
Rome,2001,10,12,28.83,14.19,0
Rome,2001,10,13,26.96,13.99,0
Rome,2001,10,14,26.47,15.01,0
Rome,2001,10,15,25.13,13.5,0
Rome,2001,10,16,25.96,14.19,0.03
Rome,2001,10,17,22.04,14.8,0.01
Rome,2001,10,18,24.39,13.94,0.03
Rome,2001,10,19,24.62,13.13,0.07
Rome,2001,10,20,24.01,13.77,0.03
Rome,2001,10,21,23.76,16.58,6.25
Rome,2001,10,22,23.77,14.47,0.01
Rome,2001,10,23,22.71,13.26,0
Rome,2001,10,24,23.15,13.98,1.81
Rome,2001,10,25,24.01,11.34,0.02
Rome,2001,10,26,22.97,9.14,0.03
Rome,2001,10,27,21.62,10.01,0
Rome,2001,10,28,22.37,11.8,0
Rome,2001,10,29,22.1,11.8,0.02
Rome,2001,10,30,22.8,11.88,0.01
Rome,2001,10,31,21.64,13.28,0.03
Rome,2001,11,1,21.19,14.24,0.12
Rome,2001,11,2,21.1,8.64,0.01
Rome,2001,11,3,18.73,5.75,0
Rome,2001,11,4,18.28,5.57,0
Rome,2001,11,5,20.83,9.08,0
Rome,2001,11,6,16.58,10.73,6.77
Rome,2001,11,7,17.69,12.55,0.64
Rome,2001,11,8,18.91,11.82,0.13
Rome,2001,11,9,17.34,10.52,1.49
Rome,2001,11,10,15.41,8.3,8.27
Rome,2001,11,11,22.39,14.23,4.16
Rome,2001,11,12,18.34,11.83,4.89
Rome,2001,11,13,12.55,6.51,9.08
Rome,2001,11,14,16.28,4.58,0.25
Rome,2001,11,15,14.25,9.41,0.77
Rome,2001,11,16,19.19,8.8,0.01
Rome,2001,11,17,18.39,5.98,0.01
Rome,2001,11,18,17.36,8.83,26.66
Rome,2001,11,19,15.1,9.69,2.79
Rome,2001,11,20,14.98,4.2,0.16
Rome,2001,11,21,15.3,3.75,0.01
Rome,2001,11,22,13.66,8.5,0.64
Rome,2001,11,23,15.4,3.68,0.88
Rome,2001,11,24,10.7,0.1,0.02
Rome,2001,11,25,12.22,2.37,0.11
Rome,2001,11,26,14.86,7.37,0.13
Rome,2001,11,27,13.8,9.73,13.35
Rome,2001,11,28,14.69,5.04,7.33
Rome,2001,11,29,14.95,3.57,0.04
Rome,2001,11,30,14.15,3.36,0.01
Rome,2001,12,1,13.94,1.97,0.01
Rome,2001,12,2,13.83,1.05,0
Rome,2001,12,3,14.06,2.62,0
Rome,2001,12,4,14.43,4.63,0.01
Rome,2001,12,5,16.42,6.19,0.01
Rome,2001,12,6,14.47,6.41,0
Rome,2001,12,7,12.14,2.51,0.02
Rome,2001,12,8,11.14,0.99,0.01
Rome,2001,12,9,10.49,-0.85,0.2
Rome,2001,12,10,10.63,-0.69,0.09
Rome,2001,12,11,10.12,-0.57,0
Rome,2001,12,12,9.93,-1.07,0.1
Rome,2001,12,13,8.94,-0.06,0.17
Rome,2001,12,14,6.83,3.44,0.94
Rome,2001,12,15,9.55,2.86,1.83
Rome,2001,12,16,7.19,0.45,0.07
Rome,2001,12,17,4.15,-1.97,0.04
Rome,2001,12,18,6.45,-1.68,0.05
Rome,2001,12,19,8.38,-1.17,0
Rome,2001,12,20,7.71,-1.12,0.66
Rome,2001,12,21,8.69,2.44,2.85
Rome,2001,12,22,10.36,4.95,1.6
Rome,2001,12,23,10.89,6.44,2.33
Rome,2001,12,24,7.47,-2.56,0.38
Rome,2001,12,25,6.73,-3.95,0.04
Rome,2001,12,26,9.84,2.77,2.98
Rome,2001,12,27,6.49,-1.27,1.02
Rome,2001,12,28,8.96,-2.64,0.01
Rome,2001,12,29,10.95,2.33,0.08
Rome,2001,12,30,14.08,8.06,0.01
Rome,2001,12,31,11.9,1.64,2.72
Rome,2002,1,1,6.16,-2.82,0.01
Rome,2002,1,2,7.18,-3.02,0
Rome,2002,1,3,8.83,-3.03,0.01
Rome,2002,1,4,6,-3.25,0
Rome,2002,1,5,7.76,-3.19,0
Rome,2002,1,6,10.07,-1.42,0
Rome,2002,1,7,10.26,1.18,0
Rome,2002,1,8,11.33,3.2,0.09
Rome,2002,1,9,12.15,2.94,0
Rome,2002,1,10,11.93,3.19,0
Rome,2002,1,11,10.9,1.76,0
Rome,2002,1,12,11.1,1.51,0
Rome,2002,1,13,10.76,0.37,0
Rome,2002,1,14,8.64,-1.42,0.09
Rome,2002,1,15,7.46,-2.69,0.16
Rome,2002,1,16,7.65,-2.1,3.15
Rome,2002,1,17,7.57,-1.75,0.06
Rome,2002,1,18,7.44,-2.61,0.01
Rome,2002,1,19,9.8,-1.6,0
Rome,2002,1,20,11.99,3.18,0.09
Rome,2002,1,21,11.74,2.62,0.02
Rome,2002,1,22,12.52,5.43,0.01
Rome,2002,1,23,13.98,3.4,0.08
Rome,2002,1,24,11.62,7.45,18.76
Rome,2002,1,25,15.58,4.3,1.57
Rome,2002,1,26,12.89,4.66,0
Rome,2002,1,27,12.42,5.95,0
Rome,2002,1,28,16.01,5.81,0
Rome,2002,1,29,16.05,6.93,0
Rome,2002,1,30,13.98,6.83,0
Rome,2002,1,31,12.8,7.39,0.29
Rome,2002,2,1,13.41,6.26,1.3
Rome,2002,2,2,15.4,3.01,0.02
Rome,2002,2,3,16.37,4.63,0
Rome,2002,2,4,15.48,5,0
Rome,2002,2,5,14.03,4.7,0.01
Rome,2002,2,6,12.72,6.84,9.97
Rome,2002,2,7,13.7,5.5,1.08
Rome,2002,2,8,17.12,4.67,0.01
Rome,2002,2,9,15.55,6.59,0
Rome,2002,2,10,14.76,6.71,0.07
Rome,2002,2,11,16.48,5.26,0
Rome,2002,2,12,15.41,7.04,0
Rome,2002,2,13,13.9,6.99,0
Rome,2002,2,14,15.45,7.4,0
Rome,2002,2,15,15.73,5.92,1.85
Rome,2002,2,16,15.46,6.58,0.39
Rome,2002,2,17,16.05,8.9,0.47
Rome,2002,2,18,13.44,6.7,22.51
Rome,2002,2,19,13.99,3.57,0.18
Rome,2002,2,20,12.98,3.02,0.52
Rome,2002,2,21,12.03,6.89,10.38
Rome,2002,2,22,15.02,4.11,1.35
Rome,2002,2,23,12.64,5.64,0.14
Rome,2002,2,24,16.26,4.26,0
Rome,2002,2,25,13.44,2.46,0.63
Rome,2002,2,26,13.76,7.2,1.16
Rome,2002,2,27,15.59,7.09,0
Rome,2002,2,28,15.15,6.81,0
Rome,2002,3,1,15.96,6.56,0
Rome,2002,3,2,19,8.1,0
Rome,2002,3,3,16.31,8.63,0
Rome,2002,3,4,22.47,6.72,0
Rome,2002,3,5,21.51,8.42,1.31
Rome,2002,3,6,16.16,7.37,0.64
Rome,2002,3,7,20.83,6.5,0
Rome,2002,3,8,20.92,11.61,1.61
Rome,2002,3,9,14.34,9.69,4.4
Rome,2002,3,10,16.54,8.94,0.24
Rome,2002,3,11,20,4.23,0
Rome,2002,3,12,19.7,3.69,0
Rome,2002,3,13,19.19,7.12,0
Rome,2002,3,14,19.81,5.5,0
Rome,2002,3,15,17.43,8.9,0.63
Rome,2002,3,16,20.53,6.12,0
Rome,2002,3,17,18.69,9.33,0
Rome,2002,3,18,19.65,9.95,0.01
Rome,2002,3,19,16.53,9.76,0
Rome,2002,3,20,21.65,8.87,0
Rome,2002,3,21,21.2,9.87,0
Rome,2002,3,22,22.16,9.92,0
Rome,2002,3,23,14.88,4.3,0.08
Rome,2002,3,24,11.32,2.55,0.15
Rome,2002,3,25,12.88,2.74,0.01
Rome,2002,3,26,15.5,1.34,0
Rome,2002,3,27,14.61,1.98,0.63
Rome,2002,3,28,15.16,3.64,0
Rome,2002,3,29,16.56,2.34,0
Rome,2002,3,30,18.76,3.83,0
Rome,2002,3,31,19.77,5.99,0
Rome,2002,4,1,19.21,7.15,0
Rome,2002,4,2,19.11,7.84,0.02
Rome,2002,4,3,18.36,8.28,0.18
Rome,2002,4,4,11.91,6.44,10.54
Rome,2002,4,5,18.8,6.66,0.15
Rome,2002,4,6,18.27,5.26,0.06
Rome,2002,4,7,20.16,8.15,0.02
Rome,2002,4,8,22.05,10.01,0.01
Rome,2002,4,9,16.83,11.34,3.13
Rome,2002,4,10,18.16,9.12,1.2
Rome,2002,4,11,20.96,9.67,3.37
Rome,2002,4,12,21.58,13.07,1.04
Rome,2002,4,13,18.41,9.19,0.56
Rome,2002,4,14,17.37,8.84,3.43
Rome,2002,4,15,16,8.3,0.01
Rome,2002,4,16,16.26,7.6,0.02
Rome,2002,4,17,16.33,6.53,0.44
Rome,2002,4,18,19.55,5.65,0.01
Rome,2002,4,19,21.56,8.3,0.02
Rome,2002,4,20,19.51,7.68,1.9
Rome,2002,4,21,19.09,8.74,2.18
Rome,2002,4,22,23.33,10.34,0.13
Rome,2002,4,23,23.1,9.05,0.85
Rome,2002,4,24,21.35,9.55,0.98
Rome,2002,4,25,19.15,8.19,2.33
Rome,2002,4,26,20.96,7.1,0
Rome,2002,4,27,17.95,10.25,1.54
Rome,2002,4,28,22.01,8.69,1.13
Rome,2002,4,29,21.57,11.3,0.32
Rome,2002,4,30,22.17,11.05,0
Rome,2002,5,1,24.54,10.56,0
Rome,2002,5,2,25.09,12.48,0.04
Rome,2002,5,3,25.05,14.85,0.59
Rome,2002,5,4,18.44,10.73,28.54
Rome,2002,5,5,19.53,9.44,0.59
Rome,2002,5,6,22.92,8.65,0
Rome,2002,5,7,24.2,13.45,0.3
Rome,2002,5,8,18.98,14.23,17.46
Rome,2002,5,9,20.7,13.06,1.3
Rome,2002,5,10,24.41,12.27,1.34
Rome,2002,5,11,24.22,12.89,0.21
Rome,2002,5,12,18.38,12.16,8.3
Rome,2002,5,13,23.51,10.71,0.02
Rome,2002,5,14,24.06,11.28,0
Rome,2002,5,15,27.72,13.24,0
Rome,2002,5,16,27.09,14.28,0
Rome,2002,5,17,27.22,15.78,0
Rome,2002,5,18,26.27,14.25,1.37
Rome,2002,5,19,20.4,14.44,6
Rome,2002,5,20,24.81,13.12,1.06
Rome,2002,5,21,25.92,13.97,0.1
Rome,2002,5,22,26.62,14.63,0.01
Rome,2002,5,23,25.83,16.13,0.93
Rome,2002,5,24,22.81,15.45,3.82
Rome,2002,5,25,27.51,13.95,0.04
Rome,2002,5,26,24.74,14.22,0.2
Rome,2002,5,27,24.06,13.05,7.53
Rome,2002,5,28,21.4,12.11,4.21
Rome,2002,5,29,25.18,11.11,0
Rome,2002,5,30,28.56,12.98,0
Rome,2002,5,31,29.19,15.37,0
Rome,2002,6,1,28.8,15.33,0
Rome,2002,6,2,28.69,16.15,0.01
Rome,2002,6,3,27.26,16.2,0
Rome,2002,6,4,28.41,15.4,0.08
Rome,2002,6,5,27.57,16.98,0.24
Rome,2002,6,6,23.8,13.94,3.76
Rome,2002,6,7,20.55,13.09,1.07
Rome,2002,6,8,24.26,13.49,0.24
Rome,2002,6,9,21.19,15.58,10.23
Rome,2002,6,10,24.23,12.54,0.36
Rome,2002,6,11,26.76,14.39,0.19
Rome,2002,6,12,28.21,16.34,0.17
Rome,2002,6,13,31.37,16.91,0
Rome,2002,6,14,32.68,17.28,0
Rome,2002,6,15,34.04,19.33,0
Rome,2002,6,16,34.44,20.83,0
Rome,2002,6,17,35.66,21.48,0
Rome,2002,6,18,34.87,21.51,0
Rome,2002,6,19,34.44,21.89,0
Rome,2002,6,20,34.45,22.88,0
Rome,2002,6,21,35.76,22.69,0
Rome,2002,6,22,37.15,23.33,0
Rome,2002,6,23,35.36,22.33,0
Rome,2002,6,24,35.78,24.38,0.01
Rome,2002,6,25,35.4,23.18,0.33
Rome,2002,6,26,31.57,21.23,0.56
Rome,2002,6,27,33.23,20.81,0.01
Rome,2002,6,28,31.37,21,0.03
Rome,2002,6,29,32.98,20.85,0.02
Rome,2002,6,30,28.69,19.96,0.09
Rome,2002,7,1,31.04,18.57,0
Rome,2002,7,2,33.23,21.85,0.01
Rome,2002,7,3,31.87,21.51,0
Rome,2002,7,4,30.01,19.87,0.01
Rome,2002,7,5,28.44,17.96,0
Rome,2002,7,6,28.32,17.76,0.07
Rome,2002,7,7,31.3,19.74,0.12
Rome,2002,7,8,33.33,17.8,0
Rome,2002,7,9,33.13,21.3,0.03
Rome,2002,7,10,32.35,20.76,0
Rome,2002,7,11,34.47,19.94,0
Rome,2002,7,12,34.98,21.6,0
Rome,2002,7,13,33.17,21.87,0.15
Rome,2002,7,14,28.21,20.1,1.69
Rome,2002,7,15,25.49,18.87,20.78
Rome,2002,7,16,24.08,18.08,17.14
Rome,2002,7,17,23.81,17.48,5.96
Rome,2002,7,18,30.3,17.24,0.09
Rome,2002,7,19,28.43,19.37,3.36
Rome,2002,7,20,31.76,18.34,0.02
Rome,2002,7,21,32.87,19.42,0
Rome,2002,7,22,32.4,20.76,0
Rome,2002,7,23,33.56,19.82,0
Rome,2002,7,24,31.12,20.73,1.69
Rome,2002,7,25,30.79,20.32,3.1
Rome,2002,7,26,28.48,18.58,0.57
Rome,2002,7,27,29.15,16.69,0.01
Rome,2002,7,28,31.54,17.34,0
Rome,2002,7,29,32.95,19.41,1.74
Rome,2002,7,30,29,20.48,7.33
Rome,2002,7,31,27.36,19.76,1.66
Rome,2002,8,1,30.16,19.93,0.18
Rome,2002,8,2,33.09,19.68,0
Rome,2002,8,3,33.17,22.13,0.11
Rome,2002,8,4,33.65,22.78,0.02
Rome,2002,8,5,32.42,21.51,0.03
Rome,2002,8,6,29.65,20.65,1.01
Rome,2002,8,7,30.44,19.55,0.95
Rome,2002,8,8,30.69,18.73,0
Rome,2002,8,9,26.4,19.95,0.96
Rome,2002,8,10,24.81,18.87,22.5
Rome,2002,8,11,23.9,17.33,11.12
Rome,2002,8,12,25.79,15.53,0.14
Rome,2002,8,13,30.23,16.65,0.01
Rome,2002,8,14,30.58,18.37,0
Rome,2002,8,15,30.07,18.05,0
Rome,2002,8,16,32.11,18.92,0
Rome,2002,8,17,30.97,18.55,0.73
Rome,2002,8,18,31.9,18.87,0
Rome,2002,8,19,31.25,18.78,5.33
Rome,2002,8,20,30.61,19.56,0.13
Rome,2002,8,21,29.63,20.02,0.06
Rome,2002,8,22,29.33,19.76,0.59
Rome,2002,8,23,28.19,20.37,2.49
Rome,2002,8,24,28.94,20.16,0.79
Rome,2002,8,25,25.4,20.83,3.4
Rome,2002,8,26,27.59,19.67,5.05
Rome,2002,8,27,28.81,18.65,2.53
Rome,2002,8,28,24.81,19.01,32.78
Rome,2002,8,29,22.26,17.68,16.46
Rome,2002,8,30,28.98,16.26,1.61
Rome,2002,8,31,28.29,18.21,1.03
Rome,2002,9,1,26.8,16.35,6.52
Rome,2002,9,2,28.98,16.08,0.33
Rome,2002,9,3,25.07,18.99,1.99
Rome,2002,9,4,24.37,17.19,5.26
Rome,2002,9,5,25.62,17.22,6.73
Rome,2002,9,6,23.88,17.51,14.33
Rome,2002,9,7,23.08,17.38,1.85
Rome,2002,9,8,25.35,15.71,0.34
Rome,2002,9,9,25.53,16.69,0.06
Rome,2002,9,10,25.44,17.54,2.74
Rome,2002,9,11,26.55,18.46,0.16
Rome,2002,9,12,23.12,17.14,4.59
Rome,2002,9,13,23.15,15.4,2.09
Rome,2002,9,14,24.42,13.2,0.03
Rome,2002,9,15,25.37,13.42,0
Rome,2002,9,16,25.79,13.11,0.03
Rome,2002,9,17,24.06,15.82,0.54
Rome,2002,9,18,26.81,15.26,0.01
Rome,2002,9,19,26.48,16.21,0.04
Rome,2002,9,20,25.56,17.85,4.03
Rome,2002,9,21,26.55,18.13,1.72
Rome,2002,9,22,23.73,18.89,10.05
Rome,2002,9,23,21.23,15.96,2.84
Rome,2002,9,24,20.33,14.1,4.92
Rome,2002,9,25,19.15,13.94,2.06
Rome,2002,9,26,19.58,9.93,5.55
Rome,2002,9,27,21.2,8.75,0.41
Rome,2002,9,28,21.46,9.72,4.07
Rome,2002,9,29,18.81,7.8,0.52
Rome,2002,9,30,22.04,8.71,0.14
Rome,2002,10,1,23.12,9.61,0
Rome,2002,10,2,22.4,10.23,0
Rome,2002,10,3,20.15,12.61,0.01
Rome,2002,10,4,21.36,12.69,0.55
Rome,2002,10,5,22.57,13.64,0.86
Rome,2002,10,6,22.67,11.25,1.78
Rome,2002,10,7,23.07,12.82,2.12
Rome,2002,10,8,21.41,12.17,0.75
Rome,2002,10,9,19.62,14.4,8.43
Rome,2002,10,10,22.43,16.24,18.96
Rome,2002,10,11,19.71,12.6,20.01
Rome,2002,10,12,20.33,10.59,1.47
Rome,2002,10,13,22.33,10.44,0.03
Rome,2002,10,14,21.58,9.62,0
Rome,2002,10,15,22.23,11.56,0
Rome,2002,10,16,22.33,13.29,0.05
Rome,2002,10,17,22.68,15.23,0.68
Rome,2002,10,18,20.56,12.22,0.38
Rome,2002,10,19,19.8,11.92,0.04
Rome,2002,10,20,20.19,9.26,0
Rome,2002,10,21,19.89,9.73,1.52
Rome,2002,10,22,22.69,14.8,1.73
Rome,2002,10,23,21.04,14.41,1.62
Rome,2002,10,24,21.44,11.86,0.18
Rome,2002,10,25,19.73,12.44,0.09
Rome,2002,10,26,21.37,13.59,0.17
Rome,2002,10,27,22.06,11.64,0.04
Rome,2002,10,28,22.8,11.27,0.08
Rome,2002,10,29,20.68,9.45,0.01
Rome,2002,10,30,19.68,10.41,0.08
Rome,2002,10,31,18.49,14.5,6.25
Rome,2002,11,1,18.53,13.62,13.4
Rome,2002,11,2,19.33,11.62,2.25
Rome,2002,11,3,18.99,13.55,1.93
Rome,2002,11,4,19.67,8.29,0.67
Rome,2002,11,5,17.31,7.17,0.08
Rome,2002,11,6,14.22,2.83,0.03
Rome,2002,11,7,13.9,1.4,0.28
Rome,2002,11,8,11.15,5.57,4.7
Rome,2002,11,9,14.26,3.19,0
Rome,2002,11,10,16.34,6.5,0
Rome,2002,11,11,15.97,6.87,0.16
Rome,2002,11,12,17.26,10.86,0.2
Rome,2002,11,13,17.96,10.15,0.03
Rome,2002,11,14,20.14,13.59,0
Rome,2002,11,15,20.73,15.52,0
Rome,2002,11,16,19.51,13.76,1.82
Rome,2002,11,17,18.58,13.58,5.59
Rome,2002,11,18,16,10.94,24.82
Rome,2002,11,19,15.4,11.02,5.38
Rome,2002,11,20,16.23,10.44,1.41
Rome,2002,11,21,17.22,10.65,2.65
Rome,2002,11,22,16.09,10.08,4.85
Rome,2002,11,23,16.24,9.21,0.02
Rome,2002,11,24,17.36,10.79,0.03
Rome,2002,11,25,19.3,14.92,0.1
Rome,2002,11,26,17.33,13.73,1.8
Rome,2002,11,27,20.09,12.16,1.94
Rome,2002,11,28,18.53,11.01,0.06
Rome,2002,11,29,15.1,10.48,7.62
Rome,2002,11,30,12.78,8.41,8.46
Rome,2002,12,1,16.08,4.83,0.38
Rome,2002,12,2,13.01,2.32,1.93
Rome,2002,12,3,11.84,7.14,4.27
Rome,2002,12,4,12.4,7.02,9.1
Rome,2002,12,5,14.85,6.09,0.5
Rome,2002,12,6,12.64,7.45,0.97
Rome,2002,12,7,14.76,7.8,1
Rome,2002,12,8,15.06,6.33,0.06
Rome,2002,12,9,10.2,6.44,1.78
Rome,2002,12,10,13.37,5.01,0.25
Rome,2002,12,11,11.74,6.45,1.81
Rome,2002,12,12,11.65,8.68,33.14
Rome,2002,12,13,13.03,5.34,3.89
Rome,2002,12,14,13.44,4.65,0.02
Rome,2002,12,15,13.09,6.85,8.9
Rome,2002,12,16,12.05,6.04,0.45
Rome,2002,12,17,12.58,6.55,0.44
Rome,2002,12,18,11.89,4.51,12.31
Rome,2002,12,19,11.23,0.83,0.05
Rome,2002,12,20,10.92,0.7,0.01
Rome,2002,12,21,10.35,6.58,0.28
Rome,2002,12,22,13.66,6.96,0.23
Rome,2002,12,23,14.8,8.59,2.99
Rome,2002,12,24,14.01,10.32,3.68
Rome,2002,12,25,13.53,9.24,9.05
Rome,2002,12,26,14.73,5.81,0.11
Rome,2002,12,27,13.01,6.93,0.56
Rome,2002,12,28,12.8,9.69,10.21
Rome,2002,12,29,13.59,6.52,1.39
Rome,2002,12,30,13.41,6.38,0.02
Rome,2002,12,31,11.48,7.27,11.11
Rome,2003,1,1,12.99,5.82,0.56
Rome,2003,1,2,12.88,4.48,0.08
Rome,2003,1,3,15.8,10.48,0.06
Rome,2003,1,4,14.5,9.05,1.66
Rome,2003,1,5,9.77,5.57,0.98
Rome,2003,1,6,11.67,4.06,21.69
Rome,2003,1,7,10.14,2.61,7.87
Rome,2003,1,8,11.31,4.9,26.81
Rome,2003,1,9,10.96,6.8,9.97
Rome,2003,1,10,10.76,2.94,0.09
Rome,2003,1,11,9.37,2.53,0.07
Rome,2003,1,12,6.08,0.5,0
Rome,2003,1,13,8.46,0.55,0
Rome,2003,1,14,10.28,0.58,0
Rome,2003,1,15,12.55,3.88,0
Rome,2003,1,16,11.15,3.27,0
Rome,2003,1,17,11.3,3.4,0.74
Rome,2003,1,18,12.22,3.9,1.72
Rome,2003,1,19,11.45,1.15,0.02
Rome,2003,1,20,11.79,3.93,0.04
Rome,2003,1,21,11.42,3.76,9.87
Rome,2003,1,22,13.75,7.08,4
Rome,2003,1,23,12.13,6.61,9.77
Rome,2003,1,24,10.78,6.57,3.35
Rome,2003,1,25,11.37,6.01,0.49
Rome,2003,1,26,13.66,3.38,0.01
Rome,2003,1,27,11.01,2.18,0
Rome,2003,1,28,13.84,1.81,0
Rome,2003,1,29,11.5,3.83,2.05
Rome,2003,1,30,7.84,1.57,6.92
Rome,2003,1,31,7.21,0.3,5.97
Rome,2003,2,1,8.15,-0.67,1.68
Rome,2003,2,2,6.26,-3.12,0
Rome,2003,2,3,8.23,-3.17,0.4
Rome,2003,2,4,10.89,4.94,7.79
Rome,2003,2,5,6.92,1.45,2.31
Rome,2003,2,6,8.62,-0.52,0.07
Rome,2003,2,7,8.92,-1.67,0
Rome,2003,2,8,9.78,0.62,0.02
Rome,2003,2,9,8.18,-0.26,0.54
Rome,2003,2,10,10.22,-0.95,0
Rome,2003,2,11,10.38,-0.96,0
Rome,2003,2,12,8.11,-1.9,0.02
Rome,2003,2,13,7.62,-1.22,0.14
Rome,2003,2,14,7.67,1.55,0.62
Rome,2003,2,15,10.27,-1.19,0
Rome,2003,2,16,8.46,-0.8,0.44
Rome,2003,2,17,10.77,0.6,0.02
Rome,2003,2,18,8.94,-1.77,0
Rome,2003,2,19,9.58,-2.36,0
Rome,2003,2,20,10.35,-0.8,0
Rome,2003,2,21,12.18,0.42,0.01
Rome,2003,2,22,10.2,1.95,0.17
Rome,2003,2,23,11.89,3.65,0
Rome,2003,2,24,11.65,1.51,0
Rome,2003,2,25,12.32,2.64,0
Rome,2003,2,26,12.25,1.38,0
Rome,2003,2,27,12.32,1.54,0.02
Rome,2003,2,28,15.6,4.62,0.07
Rome,2003,3,1,13.47,7.06,4.96
Rome,2003,3,2,12.01,8.16,11.81
Rome,2003,3,3,11.78,5.69,3.91
Rome,2003,3,4,16.15,4.08,0
Rome,2003,3,5,16.61,1.76,0
Rome,2003,3,6,14.84,3.88,0.04
Rome,2003,3,7,15.15,5.22,0.24
Rome,2003,3,8,16.51,4.37,0
Rome,2003,3,9,16.1,6.08,0
Rome,2003,3,10,18.69,5.52,0
Rome,2003,3,11,20.16,8.08,0
Rome,2003,3,12,17.05,7.12,0
Rome,2003,3,13,17.72,5.92,0.01
Rome,2003,3,14,12.58,1.09,0.02
Rome,2003,3,15,9.48,-0.18,0.08
Rome,2003,3,16,10.53,2.13,0.14
Rome,2003,3,17,13.97,0.87,0
Rome,2003,3,18,16.49,1.27,0
Rome,2003,3,19,15.04,1.15,0
Rome,2003,3,20,15.82,2.37,0
Rome,2003,3,21,17.68,4.15,0.05
Rome,2003,3,22,14.63,5.5,1.24
Rome,2003,3,23,14.26,0.46,0.01
Rome,2003,3,24,16.44,1.41,0
Rome,2003,3,25,19.29,5.62,0
Rome,2003,3,26,18.3,7.65,0
Rome,2003,3,27,18.69,7.8,0
Rome,2003,3,28,17.82,6.5,0
Rome,2003,3,29,18.2,8.18,0
Rome,2003,3,30,19.66,7.09,0.02
Rome,2003,3,31,17.65,8.89,3.76
Rome,2003,4,1,19.79,7.19,0.22
Rome,2003,4,2,16.15,7.96,11.05
Rome,2003,4,3,15.82,9.01,11.92
Rome,2003,4,4,18.88,8.08,0.45
Rome,2003,4,5,17.14,5.35,0
Rome,2003,4,6,16.37,5.32,2.14
Rome,2003,4,7,8.41,-0.57,1.07
Rome,2003,4,8,11.07,-1.99,0.01
Rome,2003,4,9,12.52,-0.06,0.04
Rome,2003,4,10,14.37,3.89,7.54
Rome,2003,4,11,16.02,8.3,0.25
Rome,2003,4,12,16.74,9.25,1.39
Rome,2003,4,13,19.42,4.98,0.04
Rome,2003,4,14,20.86,5.93,0
Rome,2003,4,15,21.56,9.11,0
Rome,2003,4,16,21.25,8.16,0
Rome,2003,4,17,23.07,8.92,0
Rome,2003,4,18,19.93,8.41,0
Rome,2003,4,19,19.86,7.18,0
Rome,2003,4,20,16.48,8.68,1.92
Rome,2003,4,21,17.06,9.21,15.45
Rome,2003,4,22,20.73,6.84,0.06
Rome,2003,4,23,20.12,8.65,0.09
Rome,2003,4,24,21.99,8.8,0.21
Rome,2003,4,25,21.75,11.03,0.12
Rome,2003,4,26,21.02,9.82,0
Rome,2003,4,27,21.42,12.4,0.07
Rome,2003,4,28,21.06,10.05,0
Rome,2003,4,29,23.9,9.87,0
Rome,2003,4,30,25.46,13.36,0
Rome,2003,5,1,22.62,15.08,0
Rome,2003,5,2,25.44,14.41,0
Rome,2003,5,3,25.46,14.77,0
Rome,2003,5,4,27.43,14.39,0
Rome,2003,5,5,28.48,16.17,0
Rome,2003,5,6,29.49,16.03,0
Rome,2003,5,7,29.21,16.91,0
Rome,2003,5,8,26.7,16.27,0
Rome,2003,5,9,28.98,15.88,0.02
Rome,2003,5,10,27.1,16.96,0.02
Rome,2003,5,11,27.42,17.19,0.02
Rome,2003,5,12,26.3,16.94,0
Rome,2003,5,13,25.74,15.1,0.01
Rome,2003,5,14,24.2,13.97,0.02
Rome,2003,5,15,24.7,13.83,0.03
Rome,2003,5,16,21.66,12.73,0.06
Rome,2003,5,17,23.15,12.97,0.95
Rome,2003,5,18,24.95,14.05,0.35
Rome,2003,5,19,26.59,14.51,0.01
Rome,2003,5,20,23.97,13.54,0.81
Rome,2003,5,21,21.31,10.46,1.66
Rome,2003,5,22,22.77,9.15,0.01
Rome,2003,5,23,25.55,9.75,0
Rome,2003,5,24,25.92,13.23,0
Rome,2003,5,25,25.97,14.71,0
Rome,2003,5,26,24.24,13.92,0.33
Rome,2003,5,27,21.98,15.44,3.93
Rome,2003,5,28,28.23,14.69,5.11
Rome,2003,5,29,30.68,16.44,0.11
